,symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference,t_date,open,adj_close,intraday_return
88,PGHH,Record Date,19012024224155,https://nsearchives.nseindia.com/corporate/PGHH_19012024224155_PGHHLettertoSEIntimationofBMOND2023recorddate.pdf,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,2024-01-19 22:41:55,2024-01-19 22:41:55,,Personal Care,,Procter & Gamble Hygiene and Health Care Limited has informed the Exchange that Record date for the purpose of Dividend  is 09-Feb-2024.,,,,19-Jan-2024 22:42:01,00:00:06,2024-01-20 22:41:55,17350.0,17048.15,-1.7397694524495593
89,WENDT,Record Date,19012024191250,https://nsearchives.nseindia.com/corporate/WENDT_19012024191250_outcome_sd.pdf,Wendt (India) Limited,INE274C01019,2024-01-19 19:12:50,2024-01-19 19:12:50,,Abrasives,,Wendt (India) Limited has informed the Exchange that Record date for the purpose of Interim Dividend  is 01-Feb-2024.,,,,19-Jan-2024 19:12:56,00:00:06,2024-01-20 19:12:50,13750.0,12839.06,-6.625018181818186
90,OSWALSEEDS,Record Date,19012024172539,https://nsearchives.nseindia.com/corporate/OSWALSEEDS_19012024172539_Intimation_of_Record_Date_Bonus_Issue.pdf,ShreeOswal Seeds And Chemicals Limited,INE00IK01011,2024-01-19 17:25:39,2024-01-19 17:25:39,,,,ShreeOswal Seeds And Chemicals Limited has informed the Exchange that Record date for the purpose of Bonus  is 01-Feb-2024.,,,,19-Jan-2024 17:25:49,00:00:10,2024-01-20 17:25:39,41.5,41.5,0.0
91,CESC,Record Date,19012024171215,https://nsearchives.nseindia.com/corporate/CESC_19012024171215_1.pdf,CESC Limited,INE486A01013,2024-01-19 17:12:15,2024-01-19 17:12:15,,Power,,CESC Limited has informed the Exchange that Record date for the purpose of Dividend  is 01-Feb-2024.,,,,19-Jan-2024 17:12:21,00:00:06,2024-01-20 17:12:15,143.65,139.13,-3.1465367211973616
92,NTPC,Record Date,19012024154508,https://nsearchives.nseindia.com/corporate/NTPC_19012024154508_NTPCSEBM.pdf,NTPC Limited,INE733E01010,2024-01-19 15:45:08,2024-01-19 15:45:08,,Power,,NTPC Limited has informed the Exchange that Record date for the purpose of Dividend  is 06-Feb-2024.,,,,19-Jan-2024 15:45:13,00:00:05,2024-01-20 15:45:08,308.45,306.39,-0.6678554060625717
93,MAGNUM,Record Date,18012024190128,https://nsearchives.nseindia.com/corporate/MAGNUM_18012024190128_Intimation.pdf,Magnum Ventures Limited,INE387I01016,2024-01-18 19:01:28,2024-01-18 19:01:28,,Paper And Paper Products,,Magnum Ventures Limited has informed the Exchange that Record date for the purpose of Rights  is 25-Jan-2024.,,,,18-Jan-2024 19:01:38,00:00:10,2024-01-19 19:01:28,70.32,70.61,0.41240045506258005
94,SALASAR,Record Date,18012024183753,https://nsearchives.nseindia.com/corporate/SALASAR_18012024183753_STEL_Bonus_Record_Date.pdf,Salasar Techno Engineering Limited,INE170V01019,2024-01-18 18:37:53,2024-01-18 18:37:53,,,,Salasar Techno Engineering Limited has informed the Exchange that Record date for the purpose of Bonus  is 01-Feb-2024.,,,,18-Jan-2024 18:37:59,00:00:06,2024-01-19 18:37:53,14.8,15.86,7.162162162162153
95,METROBRAND,Record Date,18012024181431,https://nsearchives.nseindia.com/corporate/METROBRAND_18012024181432_intimationofrecorddatetoSE_signed.pdf,Metro Brands Limited,INE317I01021,2024-01-18 18:14:31,2024-01-18 18:14:31,,,,Metro Brands Limited has informed the Exchange that Record date for the purpose of Dividend  is 31-Jan-2024.,,,,18-Jan-2024 18:14:38,00:00:07,2024-01-19 18:14:31,1150.0,1162.87,1.1191304347825992
96,360ONE,Record Date,18012024174154,https://nsearchives.nseindia.com/corporate/360ONE_18012024174154_20240118BMoutcomeFinalsigned.pdf,360 ONE WAM LIMITED,INE466L01020,2024-01-18 17:41:54,2024-01-18 17:41:54,,,,360 ONE WAM LIMITED has informed the Exchange that Record date for the purpose of Dividend is 29-January-2024.,,,,18-Jan-2024 17:42:01,00:00:07,2024-01-19 17:41:54,650.0,624.26,-3.9600000000000013
97,GAIL,Record Date,18012024171742,https://nsearchives.nseindia.com/corporate/GAIL_18012024171742_BM_Intimation.pdf,GAIL (India) Limited,INE129A01019,2024-01-18 17:17:42,2024-01-18 17:17:42,,Gas,,GAIL (India) Limited has informed the Exchange that Record date for the purpose of Dividend  is 06-Feb-2024.,,,,18-Jan-2024 17:17:48,00:00:06,2024-01-19 17:17:42,165.05,163.2,-1.120872462890047
98,GATEWAY,Record Date,18012024164202,https://nsearchives.nseindia.com/corporate/GATEWAY_18012024164203_GDL_BM_Record_Date_Intimation.pdf,Gateway Distriparks Limited,INE079J01017,2024-01-18 16:42:02,2024-01-18 16:42:02,,,,Gateway Distriparks Limited has informed the Exchange that Record date for the purpose of Dividend  is 08-Feb-2024.,,,,18-Jan-2024 16:42:07,00:00:05,2024-01-19 16:42:02,110.9,110.25,-0.5861136158701584
99,KSOLVES,Record Date,18012024162548,https://nsearchives.nseindia.com/corporate/KSOLVES_18012024162548_OutcomeDeclarationofDividend.pdf,Ksolves India Limited,INE0D6I01015,2024-01-18 16:25:48,2024-01-18 16:25:48,,,,Ksolves India Limited has informed the Exchange that Record date for the purpose of Dividend  is 26-Jan-2024.,,,,18-Jan-2024 16:25:53,00:00:05,2024-01-19 16:25:48,1425.05,1347.95,-5.410336479421768
100,POONAWALLA,Record Date,18012024155214,https://nsearchives.nseindia.com/corporate/POONAWALLA_18012024155214_PFLBMOUTCOME18012024.pdf,Poonawalla Fincorp Limited,INE511C01022,2024-01-18 15:52:14,2024-01-18 15:52:14,,,,Poonawalla Fincorp Limited has informed the Exchange that Record date for the purpose of Dividend  is 31-Jan-2024.,,,,18-Jan-2024 15:52:27,00:00:13,2024-01-19 15:52:14,509.9,501.53,-1.6414983330064727
105,IEX,Record Date,17012024184202,https://nsearchives.nseindia.com/corporate/IEX_17012024184202_Signed_IEX_BM_Date_Intimation_Q3_Dec23.pdf,Indian Energy Exchange Limited,INE022Q01012,2024-01-17 18:42:02,2024-01-17 18:42:02,,,,Indian Energy Exchange Limited has informed the Exchange that Record date for the purpose of Dividend  is 03-Feb-2024.,,,,17-Jan-2024 18:42:09,00:00:07,2024-01-18 18:42:02,145.1,136.26,-6.092350103376984
106,NAGREEKEXP,Record Date,17012024182432,https://nsearchives.nseindia.com/corporate/NAGREEKEXP_17012024182432_FINAL.pdf,Nagreeka Exports Limited,INE123B01028,2024-01-17 18:24:32,2024-01-17 18:24:32,,Textiles - Cotton,,Nagreeka Exports Limited has informed the Exchange that Record date for the purpose of RH  is 30-Jan-2024.,,,,17-Jan-2024 18:24:36,00:00:04,2024-01-18 18:24:32,71.25,71.25,0.0
107,BALKRISIND,Record Date,17012024181158,https://nsearchives.nseindia.com/corporate/BALKRISIND_17012024181158_LettertoSE17012024signed.pdf,Balkrishna Industries Limited,INE787D01018,2024-01-17 18:11:58,2024-01-17 18:11:58,,Tyres,,Balkrishna Industries Limited has informed the Exchange that Record date for the purpose of Dividend  is 02-Feb-2024.,,,,17-Jan-2024 18:12:02,00:00:04,2024-01-18 18:11:58,2555.0,2558.24,0.12681017612523607
108,RITES,Record Date,17012024163712,https://nsearchives.nseindia.com/corporate/RITES_17012024163713_BMIntimation.pdf,RITES Limited,INE320J01015,2024-01-17 16:37:12,2024-01-17 16:37:12,,,,"RITES Limited has informed the Exchange that Record date for the purpose of Third Interim Dividend for the FY 2023-24, if any declared by Board  is 09-Feb-2024.",,,,17-Jan-2024 16:37:18,00:00:06,2024-01-18 16:37:12,531.1,520.3,-2.033515345509333
109,KANANIIND,Record Date,17012024153247,https://nsearchives.nseindia.com/corporate/KANANIIND_17012024153247_KILINTIMATIONRECORDDATE1.pdf,Kanani Industries Limited,INE879E01029,2024-01-17 15:32:47,2024-01-17 15:32:47,,Gems Jewellery And Watches,,Kanani Industries Limited has informed the Exchange that Record date for the purpose of Bonus  is 30-Jan-2024.,,,,17-Jan-2024 15:32:58,00:00:11,2024-01-18 15:32:47,4.15,4.15,0.0
111,KPIGREEN,Record Date,16012024202053,https://nsearchives.nseindia.com/corporate/KPIGREEN_16012024202053_KPI_Intimation_of_Record_Date_16012024_signed.pdf,KPI Green Energy Limited,INE542W01017,2024-01-16 20:20:53,2024-01-16 20:20:53,,,,KPI Green Energy Limited has informed the Exchange that Record date for the purpose of Bonus  is 15-Feb-2024.,,,,16-Jan-2024 20:20:58,00:00:05,2024-01-17 20:20:53,1421.0,1424.45,0.24278676988036915
112,ROUTE,Record Date,16012024192948,https://nsearchives.nseindia.com/corporate/ROUTE_16012024192948_Intimation.pdf,ROUTE MOBILE LIMITED,INE450U01017,2024-01-16 19:29:48,2024-01-16 19:29:48,,,,ROUTE MOBILE LIMITED has informed the Exchange that Record date for the purpose of Dividend  is 01-Feb-2024.,,,,16-Jan-2024 19:29:55,00:00:07,2024-01-17 19:29:48,1635.5,1621.84,-0.8352185875878986
113,PURVA,Record Date,16012024181140,https://nsearchives.nseindia.com/corporate/PURVA_16012024181140_BMPriorIntimation.pdf,Puravankara Limited,INE323I01011,2024-01-16 18:11:40,2024-01-16 18:11:40,,Construction,,Puravankara Limited has informed the Exchange that Record date for the purpose of Dividend  is 01-Feb-2024.,,,,16-Jan-2024 18:11:56,00:00:16,2024-01-17 18:11:40,223.3,215.92,-3.304970891177798
114,IRB,Record Date,16012024174759,https://nsearchives.nseindia.com/corporate/IRB_16012024174759_Intimationtostockexchange_IRBIDL_finalapproved_sd.pdf,IRB Infrastructure Developers Limited,INE821I01014,2024-01-16 17:47:59,2024-01-16 17:47:59,,Construction,,"IRB Infrastructure Developers Limited has informed the Exchange that Record date for the purpose of Second Interim Dividend, if declared, will be 08-Feb-2024.",,,,16-Jan-2024 17:48:10,00:00:11,2024-01-17 17:47:59,45.75,45.43,-0.699453551912569
115,ADROITINFO,Record Date,16012024174130,https://nsearchives.nseindia.com/corporate/ADROITINFO_16012024174130_IntimationRecorddate.pdf,Adroit Infotech Limited,INE737B01033,2024-01-16 17:41:30,2024-01-16 17:41:30,,,,Adroit Infotech Limited has informed the Exchange that Record date for the purpose of Rights  is 19-Jan-2024.,,,,16-Jan-2024 17:41:35,00:00:05,2024-01-17 17:41:30,20.53,21.13,2.922552362396482
116,GOACARBON,Record Date,16012024172936,https://nsearchives.nseindia.com/corporate/GOACARBON_16012024172936_GOACARBON_UFR_Q3FY2324_31122023.pdf,Goa Carbon Limited,INE426D01013,2024-01-16 17:29:36,2024-01-16 17:29:36,,Metals,,Goa Carbon Limited has informed the Exchange that Record date for the purpose of Dividend  is 29-Jan-2024.,,,,16-Jan-2024 17:29:42,00:00:06,2024-01-17 17:29:36,624.85,711.84,13.921741217892293
117,TIPSINDLTD,Record Date,16012024163537,https://nsearchives.nseindia.com/corporate/TIPSINDLTD_16012024163537_TIPSINDLTDbi.pdf,TIPS Industries Limited,INE716B01011,2024-01-16 16:35:37,2024-01-16 16:35:37,,Media & Entertainment,,"In terms of Regulation 42 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, the Record Date for reckoning the shareholders who shall be entitled to receive the aforesaid interim dividend, if any, so declared, will be Thursday, February 1, 2024.",,,,16-Jan-2024 16:35:42,00:00:05,2024-01-17 16:35:37,384.0,385.57,0.4088541666666649
120,CAREERP,Record Date,15012024222606,https://nsearchives.nseindia.com/corporate/CAREERP_15012024222606_CPL_Record_date_evoting.pdf,Career Point Limited,INE521J01018,2024-01-15 22:26:06,2024-01-15 22:26:06,,Computers - Software,,Career Point Limited has informed the Exchange that Record date for the purpose of For the Purpose of evoting facility to equity shareholders of the Company   is 10-Feb-2024.,,,,15-Jan-2024 22:26:10,00:00:04,2024-01-16 22:26:06,236.45,227.45,-3.8063015436667373
121,PERSISTENT,Record Date,15012024203132,https://nsearchives.nseindia.com/corporate/PERSISTENT_15012024203132_PSLInterimDividendFY2324RecorddateIntimationsigned.pdf,Persistent Systems Limited,INE262H01013,2024-01-15 20:31:32,2024-01-15 20:31:32,,Computers - Software,,Persistent Systems Limited has informed the Exchange that Record date for the purpose of Dividend  is 30-Jan-2024.,,,,15-Jan-2024 20:31:40,00:00:08,2024-01-16 20:31:32,7699.9,7591.17,-1.4120962609903969
122,ANGELONE,Record Date,15012024175409,https://nsearchives.nseindia.com/corporate/ANGELONE_15012024175410_BMoutcomeandresults.pdf,Angel One Limited,INE732I01013,2024-01-15 17:54:09,2024-01-15 17:54:09,,,,Angel One Limited has informed the Exchange that Record date for the purpose of Dividend  is 23-Jan-2024.,,,,15-Jan-2024 17:54:20,00:00:11,2024-01-16 17:54:09,3500.0,3317.23,-5.222
123,SUNPHARMA,Record Date,15012024154326,https://nsearchives.nseindia.com/corporate/SUNPHARMA_15012024154327_SEintimationforBM.pdf,Sun Pharmaceutical Industries Limited,INE044A01028,2024-01-15 15:43:26,2024-01-15 15:43:26,,Pharmaceuticals,,Sun Pharmaceutical Industries Limited has informed the Exchange that Record date for the purpose of Dividend  is 09-Feb-2024.,,,,15-Jan-2024 15:43:31,00:00:05,2024-01-16 15:43:26,1330.05,1313.45,-1.2480733806999669
126,KDDL,Record Date,13012024224927,https://nsearchives.nseindia.com/corporate/KDDL_13012024224927_Recorddate.pdf,KDDL Limited,INE291D01011,2024-01-13 22:49:27,2024-01-13 22:49:27,,,,KDDL Limited has informed the Exchange that Record date for the purpose of Dividend  is 26-Jan-2024.,,,,13-Jan-2024 22:49:32,00:00:05,2024-01-14 22:49:27,2804.85,2753.03,-1.8475141273151758
127,MASTEK,Record Date,12012024184811,https://nsearchives.nseindia.com/corporate/MASTEK_12012024184811_SEintimation11012024signd.pdf,Mastek Limited,INE759A01021,2024-01-12 18:48:11,2024-01-12 18:48:11,,Computers - Software,,Mastek Limited has informed the Exchange that Record date for the purpose of Dividend  is 27-Jan-2024.,,,,12-Jan-2024 18:48:20,00:00:09,2024-01-13 18:48:11,2902.0,2891.46,-0.3631977946243957
128,RADIOCITY,Record Date,12012024175432,https://nsearchives.nseindia.com/corporate/RADIOCITY_12012024175432_IntimationofBoardMeetingDecember2023.pdf,Music Broadcast Limited,INE919I01016,2024-01-12 17:54:32,2024-01-12 17:54:32,,,,"Music Broadcast Limited has informed the Exchange that Record date for the purpose of Interim Dividend on NCRPS  is Friday, 02-Feb-2024.",,,,12-Jan-2024 17:54:37,00:00:05,2024-01-13 17:54:32,20.75,21.25,2.4096385542168677
129,SABTN,Record Date,12012024175425,https://nsearchives.nseindia.com/corporate/SABTN_12012024175425_Intimation.pdf,Sri Adhikari Brothers Television Network Limited,INE416A01036,2024-01-12 17:54:25,2024-01-12 17:54:25,,Media & Entertainment,,Sri Adhikari Brothers Television Network Limited has informed the Exchange that Record date for the purpose of Reduction in Capital  is 24-Jan-2024.,,,,12-Jan-2024 17:54:30,00:00:05,2024-01-13 17:54:25,345.0,345.0,0.0
130,HCLTECH,Record Date,12012024175323,https://nsearchives.nseindia.com/corporate/HCLTECH_12012024175323_FinancialResults.pdf,HCL Technologies Limited,INE860A01027,2024-01-12 17:53:23,2024-01-12 17:53:23,,Computers - Software,,HCL Technologies Limited has informed the Exchange that Record date for the purpose of Dividend  is 20-Jan-2024.,,,,12-Jan-2024 17:53:28,00:00:05,2024-01-13 17:53:23,1610.0,1564.04,-2.85465838509317
131,CLEAN,Record Date,12012024171722,https://nsearchives.nseindia.com/corporate/CLEAN_12012024171722_CSTL_Prior_Intimation_DI_03022024.pdf,Clean Science and Technology Limited,INE227W01023,2024-01-12 17:17:22,2024-01-12 17:17:22,,,,"Pursuant to Regulation 29 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, intimation is hereby given that a meeting of the Board of Directors of the Company will be held on Saturday, 3rd February, 2024, inter alia to consider declaration of interim dividend for the FY 23-24 to the equity shareholders.",,,,12-Jan-2024 17:17:29,00:00:07,2024-01-13 17:17:22,1522.6,1522.6,0.0
132,DOLPHIN,Record Date,12012024160458,https://nsearchives.nseindia.com/corporate/DOLPHIN_12012024160458_Intimation.pdf,Dolphin Offshore Enterprises (India) Limited,INE920A01029,2024-01-12 16:04:58,2024-01-12 16:04:58,,,,Dolphin Offshore Enterprises (India) Limited has informed the Exchange that Record date for the purpose of Split/Subdivision  is 25-Jan-2024.,,,,12-Jan-2024 16:05:05,00:00:07,2024-01-13 16:04:58,156.26,156.26,0.0
133,WIPRO,Record Date,12012024154206,https://nsearchives.nseindia.com/corporate/WIPRO_12012024154206_BMOutcomeDividend.pdf,Wipro Limited,INE075A01022,2024-01-12 15:42:06,2024-01-12 15:42:06,,Computers - Software,,Wipro Limited has informed the Exchange that Record date for the purpose of Dividend  is 24-Jan-2024.,,,,12-Jan-2024 15:42:11,00:00:05,2024-01-13 15:42:06,511.95,493.55,-3.594100986424451
135,360ONE,Record Date,11012024212602,https://nsearchives.nseindia.com/corporate/360ONE_11012024212602_20240111Reg42IntDivRecordDatesigned.pdf,360 ONE WAM LIMITED,INE466L01020,2024-01-11 21:26:02,2024-01-11 21:26:02,,,,360 ONE WAM LIMITED has informed the Exchange that Record date for the purpose of Dividend  is 29-Jan-2024.,,,,11-Jan-2024 21:26:09,00:00:07,2024-01-12 21:26:02,679.2,664.92,-2.1024734982332283
136,ZENSARTECH,Record Date,11012024163605,https://nsearchives.nseindia.com/corporate/ZENSARTECH_11012024163605_SEIntimation.pdf,Zensar Technologies Limited,INE520A01019,2024-01-11 16:36:05,2024-01-11 16:36:05,,Computers - Software,,"Zensar Technologies Limited has informed the Exchange that Record date for the purpose of declaration of Interim Dividend, for the Financial Year 2023-24 is 02-Feb-2024.",,,,11-Jan-2024 16:36:11,00:00:06,2024-01-12 16:36:05,569.0,567.74,-0.22144112478031475
138,ACCELYA,Record Date,10012024173704,https://nsearchives.nseindia.com/corporate/ACCELYA_10012024173704_BoardMeetingIntimationQ2F24.pdf,Accelya Solutions India Limited,INE793A01012,2024-01-10 17:37:04,2024-01-10 17:37:04,,Computers - Software,,Accelya Solutions India Limited has informed the Exchange that Record date for the purpose of Dividend  is 29-Jan-2024.,,,,10-Jan-2024 17:37:09,00:00:05,2024-01-11 17:37:04,1540.4,1539.84,-0.036354193715929156
139,IIFL,Record Date,10012024162617,https://nsearchives.nseindia.com/corporate/IIFL_10012024162618_SE_PriorIntimation29_1_.pdf,IIFL Finance Limited,INE530B01024,2024-01-10 16:26:17,2024-01-10 16:26:17,,,,IIFL Finance Limited has informed the Exchange that Record date for the purpose of Dividend  is .,,,,10-Jan-2024 16:26:23,00:00:06,2024-01-11 16:26:17,630.0,649.38,3.0761904761904755
141,RHL,Record Date,09012024185443,https://nsearchives.nseindia.com/corporate/RHL_09012024185443_RHLEGMIntimation02022024.pdf,Robust Hotels Limited,INE508K01013,2024-01-09 18:54:43,2024-01-09 18:54:43,,,,Robust Hotels Limited has informed the Exchange that Record date for the purpose of Meeting  is 26-Jan-2024.,,,,09-Jan-2024 18:54:48,00:00:05,2024-01-10 18:54:43,155.35,154.7,-0.4184100418410079
143,VAIBHAVGBL,Record Date,08012024181831,https://nsearchives.nseindia.com/corporate/VAIBHAVGBL_08012024181831_080124RecordDate.pdf,Vaibhav Global Limited,INE884A01019,2024-01-08 18:18:31,2024-01-08 18:18:31,,Gems Jewellery And Watches,,Vaibhav Global Limited has informed the Exchange that Record date for the purpose of Dividend  is 08-Feb-2024.,,,,08-Jan-2024 18:18:38,00:00:07,2024-01-09 18:18:31,410.45,398.14,-2.9991472773784875
